"System_ID","FIPS","System_Name","FTE_Reported_on_2025_QBE_Allotment","Local_Revenues","Per_FTE_Local","X_Local","State_Revenues","Per_FTE_State","X_State","Federal_Revenues","Per_FTE_Federal","X_Federal","Total_Revenues","Per_FTE_Total_Revenues","Instruction","Per_FTE_Instruction","Pupil_Services","Per_FTE_Pupil_Services","Staff_Services","X","Per_FTE_Staff_Services","General_Administration","Per_FTE_General_Administration","School_Administration","Per_FTE_School_Administration","Transportation","Per_FTE_Transportation","Maintenance_Operation","Per_FTE_Maintenance_Operation","Total_Expenditure","Per_FTE_total_Expenditure"
"738","13139","Toombs County","3,002","11,416,813.25","3,803.07","25.43","29,380,531.20","9,786.99","65.43","4,105,219.25","1,367.49","9.14","44,902,563.70","14,957.55","27,179,551.00","9,053.81","2,451,711.41","816.69","2,256,213.74","","751.57","1,024,029.79","341.12","1,963,590.53","654.09","2,038,976.92","679.21","2,949,621.55","982.55","39,863,694.94","13,279.04"
"739","13141","Towns County","920","12,370,136.42","13,445.80","66.43","5,598,758.12","6,085.61","30.07","652,608.28","709.36","3.5","18,621,502.82","20,240.77","12,089,240.68","13,140.48","1,736,101.06","1,887.07","664,826.91","","722.64","777,358.96","844.96","861,816.54","936.76","1,118,912.20","1,216.21","1,896,874.47","2,061.82","19,145,130.82","20,809.94"
"740","13143","Treutlen County","963","3,756,001.27","3,900.31","21.57","11,464,978.02","11,905.48","65.85","2,189,230.66","2,273.34","12.57","17,410,209.95","18,079.13","10,138,235.47","10,527.76","576,481.14","598.63","1,024,772.92","","1,064.15","825,165.32","856.87","1,088,090.82","1,129.90","1,083,683.93","1,125.32","1,516,917.44","1,575.20","16,253,347.04","16,877.83"
"741","13143","Troup County","11,939","73,143,130.25","6,126.40","39.56","96,106,837.28","8,049.82","51.98","15,627,284.47","1,308.93","8.45","184,877,252.00","15,485.15","104,083,834.62","8,717.97","12,544,832.99","1,050.74","11,073,208.94","","927.48","6,416,953.27","537.48","11,711,769.81","980.97","14,601,691.63","1,223.02","15,066,000.59","1,261.91","175,498,291.85","14,699.57"
"742","13145","Turner County","1,054","4,654,680.94","4,416.21","24.7","11,197,606.40","10,623.91","59.43","2,989,860.53","2,836.68","15.87","18,842,147.87","17,876.80","11,288,618.98","10,710.26","1,150,601.50","1,091.65","1,960,359.23","","1,859.92","1,461,101.20","1,386.24","1,186,469.89","1,125.68","1,024,910.31","972.4","2,345,548.00","2,225.38","20,417,609.11","19,371.53"
"743","13147","Twiggs County","702","6,639,673.98","9,458.23","47.95","6,081,172.88","8,662.64","43.92","1,125,564.72","1,603.37","8.13","13,846,411.58","19,724.24","5,989,747.54","8,532.40","1,503,721.04","2,142.05","818,149.04","","1,165.45","1,572,165.23","2,239.55","916,750.38","1,305.91","1,099,749.11","1,566.59","1,813,218.41","2,582.93","13,713,500.75","19,534.88"
"744","13149","Union County","2,905","25,355,391.89","8,728.19","51.16","20,984,546.08","7,223.60","42.34","3,216,214.72","1,107.13","6.49","49,556,152.69","17,058.92","28,612,696.64","9,849.47","3,184,016.57","1,096.05","1,934,547.48","","665.94","1,881,174.31","647.56","2,840,850.86","977.92","2,060,896.23","709.43","6,307,545.58","2,171.27","46,821,727.67","16,117.64"
"745",NA,"Thomaston-Upson County","3,885","16,181,630.90","4,165.16","28.88","34,884,319.42","8,979.23","62.26","4,964,859.86","1,277.96","8.86","56,030,810.18","14,422.35","36,118,894.06","9,297.01","2,632,660.07","677.65","3,036,160.91","","781.51","2,518,166.19","648.18","3,714,462.30","956.1","3,416,741.57","879.47","5,197,258.97","1,337.78","56,634,344.07","14,577.70"
"746","13151","Walker County","8,103","43,900,587.90","5,417.82","32.07","83,856,674.97","10,348.84","61.26","9,136,037.25","1,127.49","6.67","136,893,300.12","16,894.15","84,982,937.19","10,487.84","7,460,891.10","920.76","6,121,128.60","","755.42","3,301,628.09","407.46","8,508,714.23","1,050.07","6,801,541.76","839.39","10,121,031.84","1,249.05","127,297,872.81","15,709.99"
"747","13153","Walton County","14,556","90,950,994.62","6,248.35","44.36","104,949,310.82","7,210.04","51.19","9,131,593.08","627.34","4.45","205,031,898.52","14,085.73","131,323,239.47","9,021.93","7,212,461.76","495.5","10,096,615.91","","693.64","5,496,714.60","377.63","11,770,376.83","808.63","12,015,718.14","825.48","15,167,212.32","1,041.99","193,082,339.03","13,264.80"
"748","13153","Ware County","5,673","20,589,472.65","3,629.38","23.2","60,484,271.04","10,661.78","68.16","7,659,691.86","1,350.20","8.63","88,733,435.55","15,641.36","56,864,308.84","10,023.68","4,711,064.13","830.44","5,211,478.29","","918.65","2,938,027.09","517.9","5,715,492.61","1,007.49","5,359,171.34","944.68","9,101,197.21","1,604.30","89,900,739.51","15,847.14"
"749","13155","Warren County","662","4,514,028.96","6,818.77","35.65","7,073,638.20","10,685.25","55.86","1,075,307.07","1,624.33","8.49","12,662,974.23","19,128.35","7,184,998.02","10,853.47","707,731.65","1,069.08","682,555.13","","1,031.05","1,333,578.15","2,014.47","799,245.36","1,207.32","832,884.78","1,258.13","1,216,622.74","1,837.80","12,757,615.83","19,271.32"
"750","13157","Washington County","2,610","14,800,611.24","5,670.73","38.07","21,127,744.89","8,094.92","54.34","2,952,305.74","1,131.15","7.59","38,880,661.87","14,896.80","21,751,936.35","8,334.08","2,002,641.88","767.3","2,405,974.85","","921.83","2,296,291.91","879.81","3,248,990.09","1,244.82","2,148,923.21","823.34","3,546,556.24","1,358.83","37,401,314.53","14,330.01"
"751","13157","Wayne County","5,159","17,718,584.75","3,434.50","24.61","47,404,358.20","9,188.67","65.85","6,864,855.04","1,330.66","9.54","71,987,797.99","13,953.83","43,860,984.94","8,501.84","3,100,616.34","601.01","5,639,788.79","","1,093.19","3,593,893.07","696.63","3,625,533.74","702.76","3,611,858.83","700.11","6,300,289.66","1,221.22","69,732,965.37","13,516.76"
"752","13157","Webster County","216","1,967,844.22","9,110.39","35.14","3,183,156.00","14,736.83","56.83","449,763.40","2,082.24","8.03","5,600,763.62","25,929.46","2,803,809.23","12,980.60","258,464.14","1,196.59","227,023.77","","1,051.04","851,782.26","3,943.44","422,910.61","1,957.92","368,395.49","1,705.53","707,922.55","3,277.42","5,640,308.05","26,112.54"
"753","13159","Wheeler County","788","3,226,919.67","4,095.08","23.83","8,977,235.70","11,392.43","66.29","1,338,060.98","1,698.05","9.88","13,542,216.35","17,185.56","7,449,122.36","9,453.20","639,520.62","811.57","570,811.46","","724.38","1,079,453.90","1,369.87","1,260,991.92","1,600.24","997,182.51","1,265.46","1,085,106.38","1,377.04","13,082,189.15","16,601.76"
"754","13161","White County","3,707","23,892,509.30","6,445.24","42.61","28,767,013.44","7,760.19","51.31","3,408,670.13","919.52","6.08","56,068,192.87","15,124.95","38,114,953.73","10,281.89","2,713,964.73","732.12","2,331,095.38","","628.84","2,181,293.38","588.43","3,665,429.58","988.79","3,317,069.67","894.81","4,443,727.88","1,198.74","56,767,534.35","15,313.62"
"755","13163","Whitfield County","12,078","45,710,168.27","3,784.58","27.44","112,814,861.31","9,340.53","67.72","8,059,316.38","667.27","4.84","166,584,345.96","13,792.38","113,510,800.08","9,398.15","8,267,498.48","684.51","8,422,692.48","","697.36","7,267,225.29","601.69","12,302,443.12","1,018.58","8,617,019.75","713.45","12,677,500.29","1,049.64","171,065,179.49","14,163.38"
"756","13165","Wilcox County","1,070","4,113,637.52","3,844.52","24.16","11,034,160.99","10,312.30","64.8","1,879,519.26","1,756.56","11.04","17,027,317.77","15,913.38","10,144,929.97","9,481.24","747,962.02","699.03","870,472.68","","813.53","1,015,134.82","948.72","1,018,007.46","951.41","1,215,095.76","1,135.60","1,686,156.33","1,575.85","16,697,759.04","15,605.38"
"757","13167","Wilkes County","1,211","8,971,772.12","7,408.56","43.35","10,066,194.44","8,312.30","48.63","1,660,409.01","1,371.11","8.02","20,698,375.57","17,091.97","11,500,631.39","9,496.81","1,388,066.15","1,146.21","955,231.24","","788.8","1,080,350.33","892.11","1,260,011.95","1,040.47","2,256,360.76","1,863.22","2,221,945.10","1,834.80","20,662,596.92","17,062.42"
"758","13169","Wilkinson County","990","8,286,130.21","8,369.83","46.86","8,281,886.58","8,365.54","46.83","1,116,392.90","1,127.67","6.31","17,684,409.69","17,863.04","9,052,760.77","9,144.20","639,891.57","646.36","1,562,268.16","","1,578.05","1,189,741.28","1,201.76","1,983,766.80","2,003.80","1,327,723.17","1,341.13","1,870,186.84","1,889.08","17,626,338.59","17,804.38"
"759","13171","Worth County","2,937","10,234,137.15","3,484.55","24.92","26,450,622.80","9,006.00","64.4","4,385,901.76","1,493.33","10.68","41,070,661.71","13,983.88","22,419,540.27","7,633.48","2,989,367.37","1,017.83","2,401,717.34","","817.75","1,440,809.75","490.57","1,893,239.37","644.62","2,596,401.79","884.03","3,922,575.33","1,335.57","37,663,651.22","12,823.85"
"761",NA,"Atlanta Public Schools","49,515","980,019,806.77","19,792.38","73.98","265,489,927.82","5,361.81","20.04","79,154,094.57","1,598.59","5.98","1,324,663,829.16","26,752.78","782,360,313.47","15,800.47","97,694,579.00","1,973.03","100,920,981.49","","2,038.19","82,165,500.30","1,659.41","85,169,804.50","1,720.08","64,195,390.44","1,296.48","145,212,647.67","2,932.70","1,357,719,216.87","27,420.36"
"763",NA,"Bremen City","2,278","8,197,721.61","3,598.65","27.32","20,700,132.66","9,086.98","68.98","1,110,638.12","487.55","3.7","30,008,492.39","13,173.18","20,203,218.42","8,868.84","1,688,841.79","741.37","637,565.79","","279.88","1,497,859.45","657.53","1,787,808.83","784.82","344,520.47","151.24","2,812,156.52","1,234.48","28,971,971.27","12,718.16"
"764",NA,"Buford City","6,129","53,650,277.12","8,753.51","57.3","37,785,744.47","6,165.07","40.36","2,190,263.77","357.36","2.34","93,626,285.36","15,275.94","58,887,237.60","9,607.97","4,262,258.66","695.42","1,530,330.65","","249.69","5,814,920.49","948.76","5,452,190.13","889.57","2,904,656.43","473.92","8,811,320.25","1,437.64","87,662,914.21","14,302.97"
"765",NA,"Calhoun City","4,188","18,527,614.56","4,423.98","36.87","28,756,562.57","6,866.42","57.23","2,965,286.43","708.04","5.9","50,249,463.56","11,998.44","30,536,157.20","7,291.35","4,191,838.83","1,000.92","3,162,914.45","","755.23","2,163,760.44","516.66","3,021,506.43","721.47","1,366,538.46","326.3","4,064,712.29","970.56","48,507,428.10","11,582.49"
"766",NA,"Carrollton City","5,803","27,587,333.64","4,753.98","36.49","43,782,867.97","7,544.87","57.92","4,223,812.53","727.87","5.59","75,594,014.14","13,026.72","49,677,767.02","8,560.70","2,933,033.02","505.43","4,301,414.51","","741.24","3,965,006.25","683.27","5,766,773.41","993.76","4,087,223.76","704.33","6,959,465.25","1,199.29","77,690,683.22","13,388.02"
"767",NA,"Cartersville City","4,682","34,268,085.27","7,319.11","50.22","31,257,136.27","6,676.02","45.81","2,704,190.19","577.57","3.96","68,229,411.73","14,572.70","43,928,254.10","9,382.37","4,389,502.94","937.53","4,510,321.50","","963.33","3,446,630.11","736.14","3,468,533.37","740.82","3,139,534.06","670.55","4,822,179.56","1,029.94","67,704,955.64","14,460.68"
"769",NA,"Chickamauga City","1,268","4,170,641.75","3,289.15","24.87","11,951,262.20","9,425.29","71.27","646,231.56","509.65","3.85","16,768,135.51","13,224.09","9,471,898.01","7,469.95","830,468.98","654.94","389,541.55","","307.21","1,374,396.69","1,083.91","1,063,667.04","838.85","321,527.21","253.57","2,281,531.94","1,799.32","15,733,031.42","12,407.75"
"771",NA,"Commerce City","1,884","18,925,673.95","10,045.47","54.72","14,666,372.72","7,784.70","42.41","992,157.95","526.62","2.87","34,584,204.62","18,356.79","16,625,601.49","8,824.63","1,561,307.31","828.72","1,495,726.68","","793.91","1,119,287.84","594.1","1,523,781.91","808.8","1,072,085.03","569.05","2,081,323.76","1,104.74","25,479,114.02","13,523.95"
"772",NA,"Dalton Public Schools","7,780","45,143,450.44","5,802.50","38.79","64,509,151.96","8,291.66","55.43","6,737,240.55","865.97","5.79","116,389,842.95","14,960.13","76,521,655.50","9,835.69","6,033,160.61","775.47","7,653,129.38","","983.69","4,196,166.86","539.35","7,601,990.67","977.12","5,217,385.34","670.62","9,646,795.67","1,239.95","116,870,284.03","15,021.89"
"773",NA,"City Schools of Decatur","5,302","67,201,275.85","12,674.70","60.8","41,162,080.05","7,763.50","37.24","2,169,890.24","409.26","1.96","110,533,246.14","20,847.46","64,076,902.42","12,085.42","6,370,265.88","1,201.48","4,637,176.99","","874.61","8,148,879.47","1,536.94","8,705,979.95","1,642.02","2,450,933.93","462.27","10,936,872.25","2,062.78","105,327,010.89","19,865.52"
"774",NA,"Dublin City","2,244","14,839,788.18","6,613.10","42.84","14,733,033.46","6,565.52","42.53","5,070,962.93","2,259.79","14.64","34,643,784.57","15,438.41","20,922,005.59","9,323.53","2,796,123.27","1,246.04","3,264,165.74","","1,454.62","2,951,072.02","1,315.09","2,701,927.35","1,204.07","1,535,052.14","684.07","3,867,253.03","1,723.37","38,037,599.14","16,950.79"
"776",NA,"Gainesville City","9,024","52,964,653.35","5,869.31","45.65","56,309,210.14","6,239.94","48.53","6,761,972.41","749.33","5.83","116,035,835.90","12,858.58","71,110,439.37","7,880.15","5,706,816.29","632.4","4,171,132.86","","462.23","8,347,240.50","925","8,436,518.26","934.9","5,319,401.31","589.47","12,462,438.93","1,381.03","115,553,987.52","12,805.18"
"779",NA,"Jefferson City","4,161","21,265,925.80","5,110.77","41.36","28,801,265.40","6,921.72","56.02","1,346,761.17","323.66","2.62","51,413,952.37","12,356.15","35,370,293.16","8,500.43","2,243,956.16","539.28","2,596,586.55","","624.03","1,599,911.23","384.5","2,981,049.86","716.43","1,850,699.19","444.77","3,782,362.43","909","50,424,858.58","12,118.44"
"781",NA,"Marietta City","9,108","93,617,478.84","10,278.60","55.39","69,937,322.42","7,678.67","41.38","5,469,419.09","600.51","3.24","169,024,220.35","18,557.78","105,048,154.71","11,533.61","12,102,231.46","1,328.75","13,139,093.44","","1,442.59","7,000,654.22","768.63","12,823,183.24","1,407.90","9,115,589.14","1,000.83","9,451,215.28","1,037.68","168,680,121.49","18,519.99"
"7820108",NA,"State Specialty Schools I-Mountain Education High School","1,602","2,549,829.54","1,591.65","13.18","15,830,890.21","9,881.95","81.84","962,334.06","600.71","4.98","19,343,053.81","12,074.31","7,613,726.68","4,752.64","1,645,374.06","1,027.07","2,400,654.81","","1,498.54","1,391,357.85","868.51","3,241,422.57","2,023.36","63,306.20","39.52","862,421.50","538.34","17,218,263.67","10,747.98"
"7820110",NA,"State Specialty Schools I-Odyssey Charter School","360","25,830.61","71.75","0.24","5,507,675.00","15,299.10","51.97","5,064,873.39","14,069.09","47.79","10,598,379.00","29,439.94","3,976,571.10","11,046.03","600,485.65","1,668.02","1,918,445.98","","5,329.02","600,190.90","1,667.20","368,769.40","1,024.36","124,716.27","346.43","410,827.64","1,141.19","8,000,006.94","22,222.25"
"7820120",NA,"State Specialty Schools I-Georgia Cyber Academy (Virtual)","10,151","191,698.66","18.88","0.16","107,514,015.54","10,591.47","90.44","11,168,962.06","1,100.28","9.4","118,874,676.26","11,710.63","92,416,908.94","9,104.22","14,831,390.47","1,461.08","2,892,219.00","","284.92","3,068,952.09","302.33","3,435,291.64","338.42","20,036.30","1.97","155,261.09","15.3","116,820,059.53","11,508.24"
"7820412",NA,"State Specialty Schools I-Georgia Connections Academy (Virtual)","7,008","","","","67,386,716.87","9,615.68","94.29","4,082,748.13","582.58","5.71","71,469,465.00","10,198.26","50,913,158.74","7,265.01","1,907,720.95","272.22","919,396.43","","131.19","3,297,550.79","470.54","8,316,195.29","1,186.67","","","63,949.46","9.13","65,417,971.66","9,334.76"
"7820612",NA,"State Specialty Schools I-Ivy Preparatory Academy, Inc","431","534,946.83","1,241.18","7.15","6,461,115.00","14,990.99","86.3","490,447.25","1,137.93","6.55","7,486,509.08","17,370.10","3,220,179.45","7,471.41","455,210.01","1,056.17","168,342.26","","390.59","315,020.83","730.91","1,114,946.86","2,586.88","267,288.47","620.16","984,450.08","2,284.11","6,525,437.96","15,140.23"
"7820613",NA,"State Specialty Schools I-Foothills Regional High School","1,382","3,304,170.73","2,390.86","15.13","16,808,296.00","12,162.30","76.96","1,728,161.21","1,250.48","7.91","21,840,627.94","15,803.64","8,225,450.46","5,951.85","6,148,594.56","4,449.06","1,203,866.94","","871.1","3,994,549.05","2,890.41","2,543,736.99","1,840.62","4,562.64","3.3","654,030.98","473.25","22,774,791.62","16,479.59"
"7820614",NA,"State Specialty Schools I-International Charter School of Atlanta","849","7,829,834.33","9,222.42","64.79","4,056,109.47","4,777.51","33.56","198,811.23","234.17","1.65","12,084,755.03","14,234.10","6,373,238.84","7,506.76","803,912.78","946.89","684,845.54","","806.65","1,317,721.87","1,552.09","679,236.36","800.04","18,469.88","21.75","1,114,744.34","1,313.01","10,992,169.61","12,947.19"
"7820615",NA,"State Specialty Schools I-Scintilla Charter Academy","949","16,632.11","17.53","0.12","12,161,912.72","12,815.50","90.63","1,241,014.93","1,307.71","9.25","13,419,559.76","14,140.74","7,920,613.62","8,346.27","685,347.24","722.18","356,116.13","","375.25","731,861.07","771.19","707,009.64","745","33,378.57","35.17","1,193,777.60","1,257.93","11,628,103.87","12,252.99"
"7820616",NA,"State Specialty Schools I-Georgia School for Innovation and the Classics","1,009","102,038.44","101.13","0.76","13,029,539.71","12,913.32","97.62","216,108.00","214.18","1.62","13,347,686.15","13,228.63","6,339,581.48","6,283.03","410,727.23","407.06","334,193.06","","331.21","206,833.87","204.99","571,250.28","566.15","2,816.00","2.79","2,582,626.30","2,559.59","10,448,028.22","10,354.82"
"7820617",NA,"State Specialty Schools I-Dubois Integrity Academy","1,328","69,681.78","52.47","0.33","19,606,536.10","14,763.96","93.24","1,351,091.87","1,017.39","6.43","21,027,309.75","15,833.82","10,167,487.11","7,656.24","988,815.23","744.59","1,486,976.22","","1,119.71","1,629,255.89","1,226.85","1,418,625.40","1,068.24","144,032.23","108.46","5,995,429.27","4,514.63","21,830,621.35","16,438.72"
"7820618",NA,"State Specialty Schools I-Coastal Plains High School","1,066","819,018.93","768.31","5.87","12,103,771.54","11,354.38","86.76","1,028,006.84","964.36","7.37","13,950,797.31","13,087.05","5,803,796.25","5,444.46","3,416,424.23","3,204.90","462,555.83","","433.92","3,878,939.16","3,638.78","2,458,659.33","2,306.43","","","2,836,223.95","2,660.62","18,856,598.75","17,689.11"
"7820619",NA,"State Specialty Schools I-Utopian Academy for the Arts Trilith","150","399,719.90","2,664.80","15.21","2,206,205.00","14,708.03","83.96","21,668.75","144.46","0.82","2,627,593.65","17,517.29","1,311,994.24","8,746.63","12,526.50","83.51","0","","0","603,753.37","4,025.02","539,677.38","3,597.85","0","0","98,156.60","654.38","2,566,108.09","17,107.39"
"7820620",NA,"State Specialty Schools I-Discovery Regional High School","140","2,666,960.37","19,049.72","70.06","1,097,759.00","7,841.14","28.84","41,956.46","299.69","1.1","3,806,675.83","27,190.55","1,413,742.94","10,098.16","144,025.57","1,028.75","189,854.72","","1,356.11","105,352.31","752.52","229,948.60","1,642.49","","","43,596.25","311.4","2,126,520.39","15,189.43"
"7830103",NA,"State Specialty Schools II-Statesboro STEAM Academy","202","271,368.00","1,343.41","8.29","2,725,880.00","13,494.46","83.26","276,576.00","1,369.19","8.45","3,273,824.00","16,207.06","2,043,641.00","10,117.03","38,163.00","188.93","30,034.00","","148.68","72,059.00","356.73","518,987.00","2,569.24","9,171.00","45.4","310,594.00","1,537.59","3,022,649.00","14,963.60"
"7830210",NA,"State Specialty Schools II-Pataula Charter Academy","584","56,451.61","96.66","0.63","8,335,974.00","14,273.93","92.81","589,333.13","1,009.13","6.56","8,981,758.74","15,379.72","4,997,873.85","8,558.00","316,125.05","541.31","435,566.10","","745.83","50,777.19","86.95","1,336,633.06","2,288.76","397,652.45","680.91","1,165,331.77","1,995.43","8,699,959.47","14,897.19"
"7830410",NA,"State Specialty Schools II-Atlanta Heights Charter School","646","","","","10,203,404.63","15,794.74","82.39","2,180,472.16","3,375.34","17.61","12,383,876.79","19,170.08","5,780,668.72","8,948.40","506,745.85","784.44","702,706.07","","1,087.78","1,136,203.45","1,758.83","1,428,790.33","2,211.75","5,957.18","9.22","2,695,754.96","4,173.00","12,256,826.56","18,973.42"
"7830610",NA,"State Specialty Schools II-Coweta Charter Academy","459","617,347.27","1,344.98","5.72","9,529,001.00","20,760.35","88.29","645,965.57","1,407.33","5.99","10,792,313.84","23,512.66","5,395,165.93","11,754.17","363,639.15","792.24","238,780.86","","520.22","313,930.82","683.95","1,888,046.92","4,113.39","4,218.00","9.19","852,253.91","1,856.76","9,056,035.59","19,729.92"
"7830611",NA,"State Specialty Schools II-Cirrus Charter Academy","425","134,956.12","317.54","1.74","6,936,035.02","16,320.08","89.58","671,992.80","1,581.16","8.68","7,742,983.94","18,218.78","3,953,535.31","9,302.44","413,245.42","972.34","386,731.77","","909.96","628,739.35","1,479.39","1,341,941.96","3,157.51","3,529.78","8.31","616,078.52","1,449.60","7,343,802.11","17,279.55"
"7830612",NA,"State Specialty Schools II-Southwest Georgia S.T.E.M. Charter Academy","499","16,639.67","33.35","0.22","6,873,798.23","13,775.15","89.24","811,938.05","1,627.13","10.54","7,702,375.95","15,435.63","4,558,999.08","9,136.27","258,312.29","517.66","434,859.20","","871.46","432,575.10","866.88","426,682.93","855.08","353,356.32","708.13","854,915.65","1,713.26","7,319,700.57","14,668.74"
"7830613",NA,"State Specialty Schools II-Brookhaven Innovation Academy","529","113,390.66","214.35","1.35","8,062,421.00","15,240.87","95.77","242,564.94","458.53","2.88","8,418,376.60","15,913.75","4,250,646.80","8,035.25","494,921.22","935.58","567,434.68","","1,072.66","182,828.03","345.61","1,123,543.27","2,123.90","2,154.68","4.07","705,256.78","1,333.19","7,326,785.46","13,850.26"
"7830614",NA,"State Specialty Schools II-Liberty Tech Charter Academy","430","107,166.89","249.23","1.6","6,388,048.00","14,855.93","95.31","206,981.64","481.35","3.09","6,702,196.53","15,586.51","4,504,106.05","10,474.67","354,692.57","824.87","244,574.11","","568.78","87,997.43","204.65","698,603.82","1,624.66","","","657,389.73","1,528.81","6,547,363.71","15,226.44"
"7830615",NA,"State Specialty Schools II-Genesis Innovation Academy for Boys","311","460,787.00","1,481.63","7.44","5,403,694.00","17,375.22","87.26","328,093.00","1,054.96","5.3","6,192,574.00","19,911.81","3,068,710.00","9,867.23","278,321.00","894.92","556,464.00","","1,789.27","497,629.00","1,600.09","769,731.00","2,475.02","20,053.00","64.48","435,196.00","1,399.34","5,626,104.00","18,090.35"
"7830616",NA,"State Specialty Schools II-Genesis Innovation Academy for Girls","318","173,550.00","545.75","2.97","5,377,309.00","16,909.78","92.03","292,420.00","919.56","5","5,843,279.00","18,375.09","2,953,229.00","9,286.88","301,515.00","948.16","557,231.00","","1,752.30","504,238.00","1,585.65","743,552.00","2,338.21","29,961.00","94.22","424,852.00","1,336.01","5,514,578.00","17,341.43"
"7830617",NA,"State Specialty Schools II-Resurgence Hall Charter School","400","822,762.12","2,056.91","12.29","5,556,783.35","13,891.96","83","315,467.22","788.67","4.71","6,695,012.69","16,737.54","2,937,805.09","7,344.51","259,352.43","648.38","360,694.63","","901.74","284,917.08","712.29","1,095,745.16","2,739.36","12,945.00","32.36","388,280.69","970.7","5,339,740.08","13,349.34"
"7830618",NA,"State Specialty Schools II-SAIL Charter Academy - School for Arts-Infused Learning","551","191,154.02","346.92","2.45","7,432,082.00","13,488.35","95.2","183,521.92","333.07","2.35","7,806,757.94","14,168.34","4,562,612.42","8,280.60","138,137.49","250.7","14,204.00","","25.78","32,470.07","58.93","1,547,513.81","2,808.56","","","587,711.39","1,066.63","6,882,649.18","12,491.20"
"7830619",NA,"State Specialty Schools II-International Academy of Smyrna","336","144,883.04","431.2","2.41","5,354,591.00","15,936.28","89.07","512,176.13","1,524.33","8.52","6,011,650.17","17,891.81","2,898,015.78","8,625.05","477,386.80","1,420.79","212,028.33","","631.04","84,701.65","252.09","983,939.71","2,928.39","5,392.66","16.05","626,432.14","1,864.38","5,287,897.07","15,737.79"
"7830620",NA,"State Specialty Schools II-International Charter Academy of Georgia","277","531,159.38","1,917.54","11.65","3,869,082.00","13,967.81","84.9","157,199.18","567.51","3.45","4,557,440.56","16,452.86","1,921,028.22","6,935.12","224,220.53","809.46","28,050.29","","101.26","480,655.16","1,735.22","327,544.14","1,182.47","3,385.08","12.22","363,575.69","1,312.55","3,348,459.11","12,088.30"
"7830621",NA,"State Specialty Schools II-SLAM Academy of Atlanta","222","56,360.00","253.87","1.54","3,216,729.00","14,489.77","87.67","395,945.00","1,783.54","10.79","3,669,034.00","16,527.18","2,006,977.00","9,040.44","30,419.00","137.02","","","","175,983.00","792.72","469,815.00","2,116.28","","","768,650.00","3,462.39","3,451,844.00","15,548.85"
"7830623",NA,"State Specialty Schools II-Academy For Classical Education","1,825","670,076.37","367.17","2.49","25,739,772.56","14,103.98","95.64","504,561.80","276.47","1.87","26,914,410.73","14,747.62","14,869,466.51","8,147.65","1,608,278.85","881.25","324,505.74","","177.81","854,948.52","468.46","1,156,443.00","633.67","118,123.11","64.72","2,695,699.94","1,477.10","21,627,465.67","11,850.66"
"7830624",NA,"State Specialty Schools II-Spring Creek Charter Academy","472","18,522.85","39.24","0.24","7,008,220.00","14,847.92","91.75","611,343.72","1,295.22","8","7,638,086.57","16,182.38","3,998,149.83","8,470.66","225,555.06","477.87","279,019.35","","591.14","22,395.10","47.45","842,302.93","1,784.54","381,842.26","808.99","1,360,590.87","2,882.61","7,109,855.40","15,063.26"
"7830625",NA,"State Specialty Schools II-Yi Hwang Academy of Language Excellence","468","317,551.48","678.53","4.43","6,661,835.00","14,234.69","92.86","194,963.96","416.59","2.72","7,174,350.44","15,329.81","3,744,460.62","8,000.98","230,966.81","493.52","33,492.18","","71.56","491,869.42","1,051.00","822,784.66","1,758.09","","","337,957.26","722.13","5,661,530.95","12,097.28"
"7830626",NA,"State Specialty Schools II-Furlow Charter School","589","162,119.49","275.25","1.73","8,302,486.00","14,095.90","88.48","918,889.60","1,560.08","9.79","9,383,495.09","15,931.23","5,950,693.99","10,103.05","211,511.12","359.1","448,449.86","","761.37","206,291.56","350.24","631,295.02","1,071.81","162,484.99","275.87","749,303.44","1,272.16","8,360,029.98","14,193.60"
"7830627",NA,"State Specialty Schools II-Atlanta SMART Academy","225","2,385,450.90","10,602.00","57.68","1,282,970.00","5,702.09","31.02","466,925.84","2,075.23","11.29","4,135,346.74","18,379.32","1,846,489.62","8,206.62","466,048.80","2,071.33","37,430.59","","166.36","128,588.54","571.5","619,508.36","2,753.37","181,340.77","805.96","685,477.59","3,046.57","3,964,884.27","17,621.71"
"7830628",NA,"State Specialty Schools II-Ethos Classical Charter School","679","1,075,628.65","1,584.14","8.99","9,638,596.00","14,195.28","80.6","1,244,898.98","1,833.43","10.41","11,959,123.63","17,612.85","5,173,057.40","7,618.64","917,423.70","1,351.14","986,953.81","","1,453.54","538,069.91","792.44","1,423,856.90","2,096.99","","","944,296.42","1,390.72","9,983,658.14","14,703.47"
"7830630",NA,"State Specialty Schools II-Baconton Community Charter School","911","150,292.00","164.97","1.05","12,765,845.00","14,013.00","88.88","1,447,630.00","1,589.06","10.08","14,363,767.00","15,767.03","8,462,646.00","9,289.40","496,935.00","545.48","461,726.00","","506.83","474,744.00","521.12","1,008,094.00","1,106.58","60,805.00","66.75","1,665,250.00","1,827.94","12,630,200.00","13,864.10"
