"System_ID","FIPS","System_Name","FTE_Reported_on_2025_QBE_Allotment","Local_Revenues","Per_FTE_Local","X_Local","State_Revenues","Per_FTE_State","X_State","Federal_Revenues","Per_FTE_Federal","X_Federal","Total_Revenues","Per_FTE_Total_Revenues","Instruction","Per_FTE_Instruction","Pupil_Services","Per_FTE_Pupil_Services","Staff_Services","X","Per_FTE_Staff_Services","General_Administration","Per_FTE_General_Administration","School_Administration","Per_FTE_School_Administration","Transportation","Per_FTE_Transportation","Maintenance_Operation","Per_FTE_Maintenance_Operation","Total_Expenditure","Per_FTE_total_Expenditure"
"666","13077","Greene County","2,473","37,119,572.85","15,009.94","73.78","11,049,250.58","4,467.95","21.96","2,144,780.42","867.28","4.26","50,313,603.85","20,345.17","29,700,521.69","12,009.92","2,655,243.52","1,073.69","4,154,134.25","","1,679.80","2,715,858.32","1,098.20","2,764,223.36","1,117.76","2,064,147.77","834.67","5,538,519.87","2,239.60","49,592,648.78","20,053.64"
"667","13079","Gwinnett County","192,811","1,226,408,596.84","6,360.68","43.82","1,434,265,110.05","7,438.71","51.24","138,350,608.63","717.55","4.94","2,799,024,315.52","14,516.94","1,806,157,717.07","9,367.50","95,119,962.66","493.33","103,416,820.43","","536.36","148,292,562.86","769.11","194,602,068.95","1,009.29","167,026,296.52","866.27","180,026,584.86","933.69","2,694,642,013.35","13,975.55"
"668","13081","Habersham County","7,361","35,883,993.72","4,874.88","33.3","66,966,664.27","9,097.50","62.14","4,917,286.44","668.02","4.56","107,767,944.43","14,640.40","70,366,247.73","9,559.33","4,274,432.75","580.69","4,490,644.52","","610.06","3,083,927.08","418.95","6,588,846.07","895.1","6,845,351.46","929.95","9,693,410.04","1,316.86","105,342,859.65","14,310.94"
"669","13083","Hall County","28,665","169,264,747.66","5,904.93","44","194,833,064.81","6,796.90","50.65","20,554,420.81","717.06","5.34","384,652,233.28","13,418.89","248,607,475.11","8,672.86","20,181,097.82","704.03","21,380,796.86","","745.89","13,094,908.30","456.83","22,162,745.19","773.16","24,997,590.18","872.06","30,069,035.95","1,048.98","380,493,649.41","13,273.81"
"670","13085","Hancock County","628","6,057,918.09","9,646.37","44.72","5,059,614.50","8,056.71","37.35","2,428,837.78","3,867.58","17.93","13,546,370.37","21,570.66","5,467,226.14","8,705.77","447,939.93","713.28","1,263,164.36","","2,011.41","1,763,167.95","2,807.59","1,035,848.69","1,649.44","845,148.22","1,345.78","2,466,490.99","3,927.53","13,288,986.28","21,160.80"
"671","13087","Haralson County","3,375","15,353,321.28","4,549.13","28.65","33,586,279.96","9,951.49","62.67","4,649,496.85","1,377.63","8.68","53,589,098.09","15,878.25","31,505,841.85","9,335.06","2,793,835.05","827.8","3,768,054.67","","1,116.46","1,765,630.74","523.15","3,210,897.39","951.38","3,172,834.76","940.1","4,270,156.04","1,265.23","50,487,250.50","14,959.18"
"672","13087","Harris County","5,418","34,240,442.62","6,319.76","43.34","41,851,024.72","7,724.44","52.97","2,919,346.07","538.82","3.69","79,010,813.41","14,583.02","48,217,338.93","8,899.47","4,083,106.89","753.62","3,250,730.48","","599.99","3,661,156.46","675.74","4,606,553.17","850.23","7,356,883.94","1,357.86","6,115,275.06","1,128.70","77,291,044.93","14,265.61"
"673","13089","Hart County","3,653","20,565,493.13","5,629.75","42.85","24,458,721.99","6,695.52","50.96","2,969,978.26","813.02","6.19","47,994,193.38","13,138.29","30,469,868.75","8,341.05","2,538,638.42","694.95","2,719,654.55","","744.5","1,990,855.33","544.99","2,871,373.25","786.03","3,015,921.79","825.6","4,776,138.40","1,307.46","48,382,450.49","13,244.58"
"674","13089","Heard County","2,118","10,527,396.73","4,970.44","31.72","20,995,261.89","9,912.78","63.25","1,670,941.64","788.92","5.03","33,193,600.26","15,672.14","18,457,585.97","8,714.63","1,236,532.21","583.82","1,033,639.42","","488.03","2,221,317.12","1,048.78","2,282,881.58","1,077.85","1,334,339.81","630","3,487,704.23","1,646.70","30,054,000.34","14,189.81"
"675","13089","Henry County","43,144","294,468,949.43","6,825.26","48.73","281,298,305.64","6,519.99","46.55","28,579,866.17","662.43","4.73","604,347,121.24","14,007.68","375,736,736.59","8,708.90","37,457,903.44","868.21","33,962,448.18","","787.19","16,924,043.27","392.27","40,470,927.37","938.04","28,335,419.61","656.76","54,137,794.97","1,254.82","587,025,273.43","13,606.19"
"676","13089","Houston County","30,159","134,970,789.02","4,475.31","29.06","304,986,912.05","10,112.63","65.66","24,554,900.42","814.18","5.29","464,512,601.49","15,402.12","280,190,443.57","9,290.44","21,396,895.43","709.47","20,047,452.66","","664.73","17,268,159.14","572.57","29,506,117.29","978.35","20,450,007.29","678.07","35,789,592.57","1,186.70","424,648,667.95","14,080.33"
"677","13089","Irwin County","1,528","5,054,509.10","3,307.92","20.62","17,982,727.36","11,768.80","73.36","1,476,410.83","966.24","6.02","24,513,647.29","16,042.96","14,912,771.49","9,759.67","1,240,527.13","811.86","1,480,264.59","","968.76","1,189,967.74","778.77","1,069,340.37","699.83","794,988.94","520.28","2,012,539.76","1,317.11","22,700,400.02","14,856.28"
"678","13089","Jackson County","11,132","79,577,687.21","7,148.55","46.66","85,799,456.08","7,707.46","50.31","5,156,383.51","463.2","3.02","170,533,526.80","15,319.21","99,249,974.72","8,915.74","5,920,886.21","531.88","6,492,263.89","","583.21","7,524,044.63","675.89","8,589,127.50","771.57","11,807,381.56","1,060.67","14,208,372.90","1,276.35","153,792,051.41","13,815.31"
"679","13089","Jasper County","2,622","12,711,211.43","4,847.91","34.39","22,678,009.87","8,649.13","61.35","1,572,780.63","599.84","4.26","36,962,001.93","14,096.88","23,218,044.26","8,855.09","2,377,735.37","906.84","1,720,516.96","","656.18","2,595,530.87","989.9","2,176,855.64","830.23","2,972,045.85","1,133.50","2,759,015.42","1,052.26","37,819,744.37","14,424.00"
"680","13089","Jeff Davis County","2,957","10,236,859.70","3,461.91","24.97","28,356,458.81","9,589.60","69.18","2,397,980.69","810.95","5.85","40,991,299.20","13,862.46","24,265,401.23","8,206.09","2,206,006.54","746.03","2,500,002.71","","845.45","1,598,180.69","540.47","1,973,310.19","667.34","2,348,349.09","794.17","3,717,089.33","1,257.05","38,608,339.78","13,056.60"
"681","13091","Jefferson County","1,941","11,572,841.02","5,962.31","37.87","15,953,939.22","8,219.44","52.21","3,030,598.58","1,561.36","9.92","30,557,378.82","15,743.11","17,591,593.75","9,063.16","1,154,047.71","594.56","3,185,246.47","","1,641.03","1,156,486.29","595.82","1,990,052.95","1,025.27","1,987,144.92","1,023.77","3,076,568.02","1,585.04","30,141,140.11","15,528.65"
"682","13093","Jenkins County","1,695","5,372,595.65","3,169.67","25.4","14,114,514.76","8,327.15","66.74","1,660,911.47","979.89","7.85","21,148,021.88","12,476.71","12,785,952.49","7,543.33","581,882.60","343.29","975,147.65","","575.31","742,595.13","438.11","1,392,021.54","821.25","1,265,197.28","746.43","1,779,326.82","1,049.75","19,522,123.51","11,517.47"
"683","13095","Johnson County","991","4,835,422.63","4,879.34","27.65","11,488,147.24","11,592.48","65.68","1,166,936.55","1,177.53","6.67","17,490,506.42","17,649.35","8,963,018.83","9,044.42","276,992.82","279.51","1,277,391.59","","1,288.99","716,051.87","722.55","1,070,389.18","1,080.11","1,139,678.96","1,150.03","1,797,644.59","1,813.97","15,241,167.84","15,379.58"
"684","13097","Jones County","4,788","17,762,149.84","3,709.72","24.95","48,775,940.48","10,187.12","68.51","4,659,860.01","973.24","6.54","71,197,950.33","14,870.08","44,634,689.24","9,322.20","3,406,490.98","711.46","5,152,961.61","","1,076.22","1,709,676.81","357.08","4,369,755.46","912.65","4,218,440.78","881.04","6,267,847.37","1,309.07","69,759,862.25","14,569.72"
"685","13097","Lamar County","2,772","12,907,440.44","4,656.36","33.56","21,707,468.90","7,830.98","56.45","3,841,915.86","1,385.97","9.99","38,456,825.20","13,873.31","23,792,846.81","8,583.28","1,526,210.19","550.58","1,217,697.57","","439.28","1,731,315.90","624.57","1,932,441.93","697.13","1,994,544.65","719.53","2,756,826.30","994.53","34,951,883.35","12,608.90"
"686","13097","Lanier County","1,560","5,424,757.13","3,477.41","20.15","19,399,052.59","12,435.29","72.04","2,104,184.89","1,348.84","7.81","26,927,994.61","17,261.54","13,058,219.38","8,370.65","1,433,917.71","919.18","1,457,151.35","","934.07","1,301,214.38","834.11","1,079,765.09","692.16","1,381,425.43","885.53","2,987,138.54","1,914.83","22,698,831.88","14,550.53"
"687","13099","Laurens County","6,070","20,976,253.50","3,455.73","23.98","61,537,620.43","10,137.99","70.36","4,953,192.00","816.01","5.66","87,467,065.93","14,409.73","57,829,900.50","9,527.17","5,575,082.63","918.47","2,632,447.47","","433.68","5,447,453.88","897.44","5,093,348.66","839.1","4,349,429.70","716.55","7,422,620.85","1,222.84","88,350,283.69","14,555.25"
"688","13101","Lee County","5,733","24,092,871.65","4,202.49","30.45","52,307,788.05","9,123.98","66.12","2,713,381.22","473.29","3.43","79,114,040.92","13,799.76","47,471,226.40","8,280.35","3,232,556.19","563.85","4,570,510.29","","797.23","1,854,593.65","323.49","4,137,817.29","721.75","4,389,698.08","765.69","7,177,817.52","1,252.02","72,834,219.42","12,704.38"
"689","13103","Liberty County","10,592","34,127,490.33","3,222.01","22.95","98,185,346.12","9,269.76","66.03","16,376,693.35","1,546.14","11.01","148,689,529.80","14,037.91","86,592,802.10","8,175.30","10,451,722.29","986.76","8,941,148.54","","844.14","5,612,852.64","529.91","8,850,321.23","835.57","8,661,407.92","817.73","11,254,106.56","1,062.51","140,364,361.28","13,251.92"
"690","13105","Lincoln County","1,195","6,907,349.14","5,780.21","35.91","11,030,560.13","9,230.59","57.35","1,295,108.23","1,083.77","6.73","19,233,017.50","16,094.57","11,518,697.84","9,639.08","561,137.33","469.57","955,087.72","","799.24","756,866.46","633.36","1,271,110.37","1,063.69","1,571,069.49","1,314.70","1,997,594.10","1,671.63","18,631,563.31","15,591.27"
"691","13107","Long County","4,574","8,833,508.84","1,931.24","15.9","43,505,178.38","9,511.41","78.33","3,200,666.07","699.75","5.76","55,539,353.29","12,142.40","30,988,029.33","6,774.82","1,745,360.05","381.58","3,035,980.28","","663.75","1,608,045.87","351.56","3,125,578.34","683.34","3,672,377.08","802.88","4,506,011.70","985.14","48,681,382.65","10,643.07"
"692","13109","Lowndes County","10,372","48,272,333.48","4,654.10","31.38","96,323,180.98","9,286.85","62.62","9,230,523.84","889.95","6","153,826,038.30","14,830.90","87,862,126.96","8,471.09","5,968,021.42","575.4","8,338,162.64","","803.91","7,072,373.82","681.87","6,481,084.59","624.86","7,622,699.27","734.93","11,902,253.83","1,147.54","135,246,722.53","13,039.60"
"693","13111","Lumpkin County","3,765","25,329,890.56","6,727.73","44.58","28,645,929.40","7,608.48","50.42","2,838,411.83","753.89","5","56,814,231.79","15,090.10","33,938,693.66","9,014.26","3,673,812.51","975.78","3,160,894.27","","839.55","1,628,897.65","432.64","3,175,352.25","843.39","3,610,409.81","958.94","5,614,430.03","1,491.22","54,802,490.18","14,555.78"
"694","13113","Macon County","988","8,734,684.39","8,840.77","48.33","7,525,006.49","7,616.40","41.63","1,814,911.88","1,836.96","10.04","18,074,602.76","18,294.13","8,603,851.19","8,708.35","1,171,604.67","1,185.83","1,658,147.37","","1,678.29","1,755,501.55","1,776.82","1,326,956.25","1,343.07","1,025,222.52","1,037.67","2,129,389.43","2,155.25","17,670,672.98","17,885.28"
"695","13113","Madison County","5,084","24,937,944.89","4,905.18","30.57","52,810,766.04","10,387.64","64.74","3,821,693.71","751.71","4.69","81,570,404.64","16,044.53","50,195,724.53","9,873.27","4,848,009.60","953.58","2,738,347.86","","538.62","3,399,641.49","668.69","4,683,455.96","921.21","5,398,590.74","1,061.88","5,702,745.95","1,121.70","76,966,516.13","15,138.95"
"696","13113","Marion County","1,262","3,804,400.54","3,014.58","21.19","12,572,125.83","9,962.06","70.03","1,575,538.11","1,248.45","8.78","17,952,064.48","14,225.09","9,680,354.25","7,670.65","625,329.97","495.51","1,181,342.71","","936.09","1,151,595.22","912.52","1,159,742.34","918.97","1,316,911.40","1,043.51","2,073,295.16","1,642.86","17,188,571.05","13,620.11"
"697","13115","McDuffie County","2,985","15,131,438.49","5,069.16","32.11","28,504,552.99","9,549.26","60.5","3,481,813.37","1,166.44","7.39","47,117,804.85","15,784.86","26,337,511.94","8,823.29","2,180,666.77","730.54","2,487,566.84","","833.36","2,101,045.21","703.87","3,529,772.26","1,182.50","3,233,624.67","1,083.29","4,847,108.40","1,623.82","44,717,296.09","14,980.67"
"698","13115","McIntosh County","1,337","11,003,781.98","8,230.20","50.13","9,539,900.06","7,135.30","43.46","1,408,088.23","1,053.17","6.41","21,951,770.27","16,418.67","11,547,359.30","8,636.77","912,306.39","682.35","1,648,660.63","","1,233.10","1,043,214.93","780.27","1,273,624.92","952.6","1,167,364.95","873.12","2,580,977.27","1,930.42","20,173,508.39","15,088.63"
"699","13115","Meriwether County","2,154","15,500,687.14","7,196.23","36.02","21,344,215.16","9,909.11","49.6","6,187,171.91","2,872.41","14.38","43,032,074.21","19,977.75","21,186,640.26","9,835.95","4,180,486.54","1,940.80","3,253,311.55","","1,510.36","2,593,530.47","1,204.05","2,576,012.94","1,195.92","3,184,191.47","1,478.27","4,909,800.48","2,279.39","41,883,973.71","19,444.74"
"700","13117","Miller County","738","4,323,396.25","5,858.26","35.21","7,146,293.78","9,683.32","58.2","808,366.37","1,095.35","6.58","12,278,056.40","16,636.93","7,150,300.33","9,688.75","515,847.01","698.98","1,079,073.94","","1,462.16","868,700.24","1,177.10","764,007.26","1,035.24","885,878.43","1,200.38","1,528,515.14","2,071.16","12,792,322.35","17,333.77"
"701","13119","Mitchell County","1,154","15,817,192.24","13,706.41","54.41","10,336,292.07","8,956.93","35.56","2,917,462.84","2,528.13","10.04","29,070,947.15","25,191.47","13,821,534.94","11,977.07","1,200,234.77","1,040.06","2,617,068.10","","2,267.82","1,704,356.22","1,476.91","2,019,764.90","1,750.23","1,509,925.12","1,308.43","2,772,167.38","2,402.22","25,645,051.43","22,222.74"
"702","13121","Monroe County","4,556","32,399,898.41","7,111.48","46.59","34,802,594.68","7,638.85","50.04","2,347,002.57","515.15","3.37","69,549,495.66","15,265.48","42,492,050.33","9,326.61","2,419,703.85","531.1","2,258,743.26","","495.77","2,464,815.50","541","2,931,195.16","643.37","6,987,887.59","1,533.78","6,201,770.07","1,361.23","65,756,165.76","14,432.86"
"703","13121","Montgomery County","864","4,273,203.30","4,945.84","28.23","9,736,969.81","11,269.64","64.34","1,124,620.70","1,301.64","7.43","15,134,793.81","17,517.12","8,752,813.64","10,130.57","689,134.50","797.61","1,261,401.71","","1,459.96","1,119,077.84","1,295.23","899,370.61","1,040.94","792,017.50","916.69","1,517,417.51","1,756.27","15,031,233.31","17,397.27"
"704","13121","Morgan County","3,514","25,105,461.07","7,144.41","47.35","25,727,727.52","7,321.49","48.52","2,189,950.29","623.21","4.13","53,023,138.88","15,089.11","34,059,850.04","9,692.62","3,253,527.69","925.88","1,904,850.75","","542.07","3,760,391.22","1,070.12","2,897,319.11","824.51","3,443,244.64","979.86","4,215,593.28","1,199.66","53,534,776.73","15,234.72"
"705","13121","Murray County","6,502","22,442,124.68","3,451.57","27.15","55,718,541.29","8,569.45","67.42","4,486,458.73","690.01","5.43","82,647,124.70","12,711.03","53,880,303.29","8,286.73","3,404,354.06","523.59","4,630,367.87","","712.15","3,553,663.61","546.55","5,342,028.36","821.6","5,572,103.21","856.98","7,184,853.76","1,105.02","83,567,674.16","12,852.62"
"706","13121","Muscogee County","28,835","155,961,890.72","5,408.77","35.57","244,782,513.84","8,489.08","55.82","37,752,447.21","1,309.26","8.61","438,496,851.77","15,207.11","265,000,698.29","9,190.24","17,858,475.22","619.33","28,218,614.21","","978.62","22,664,725.65","786.01","25,102,328.29","870.55","20,072,459.64","696.11","39,989,445.82","1,386.84","418,906,747.12","14,527.70"
"707","13121","Newton County","18,402","100,497,735.07","5,461.24","38.06","144,942,747.02","7,876.47","54.89","18,613,011.86","1,011.47","7.05","264,053,493.95","14,349.18","163,233,459.08","8,870.42","17,157,832.75","932.39","25,933,753.93","","1,409.29","8,657,442.11","470.46","17,064,846.97","927.34","15,526,747.32","843.75","22,695,492.75","1,233.32","270,269,574.91","14,686.97"
"708","13121","Oconee County","8,539","58,807,585.40","6,886.94","47.35","62,485,976.65","7,317.72","50.31","2,912,041.55","341.03","2.34","124,205,603.60","14,545.69","82,189,328.90","9,625.17","3,850,046.17","450.88","2,961,058.59","","346.77","2,867,290.61","335.79","7,804,164.38","913.94","5,330,177.76","624.22","9,044,137.07","1,059.16","114,046,203.48","13,355.93"
"709","13121","Oglethorpe County","2,287","12,746,143.74","5,573.30","37.58","19,357,414.20","8,464.11","57.07","1,812,573.07","792.55","5.34","33,916,131.01","14,829.96","21,529,712.38","9,413.95","1,500,710.52","656.19","2,028,439.85","","886.94","1,176,265.64","514.33","1,888,827.33","825.9","2,200,264.18","962.07","2,477,456.74","1,083.28","32,801,676.64","14,342.66"
"710","13121","Paulding County","31,566","170,499,135.17","5,401.35","36.78","274,740,812.84","8,703.69","59.27","18,278,436.46","579.05","3.94","463,518,384.47","14,684.09","303,580,365.29","9,617.32","20,902,189.53","662.17","31,131,422.98","","986.23","13,762,389.85","435.99","26,147,767.04","828.35","28,301,608.30","896.59","29,004,478.84","918.85","452,830,221.83","14,345.50"
"711","13121","Peach County","3,918","17,773,273.40","4,536.31","32","33,625,631.22","8,582.35","60.53","4,150,534.62","1,059.35","7.47","55,549,439.24","14,178.01","33,072,542.91","8,441.18","3,497,845.83","892.76","2,554,369.75","","651.96","3,006,839.36","767.44","3,321,233.03","847.69","3,067,934.37","783.04","3,972,119.03","1,013.81","52,492,884.28","13,397.88"
"712","13121","Pickens County","3,920","32,193,561.88","8,212.64","50.89","28,391,194.90","7,242.65","44.88","2,681,946.94","684.17","4.24","63,266,703.72","16,139.46","38,082,934.09","9,715.03","3,165,686.88","807.57","5,658,757.89","","1,443.56","2,310,226.84","589.34","3,544,109.89","904.11","4,261,759.09","1,087.18","6,020,440.03","1,535.83","63,043,914.71","16,082.62"
"713","13121","Pierce County","3,565","12,356,872.80","3,466.16","25.32","33,582,195.63","9,419.97","68.82","2,856,221.64","801.18","5.85","48,795,290.07","13,687.31","29,923,855.12","8,393.79","3,405,460.10","955.25","2,302,882.87","","645.97","1,842,337.36","516.78","3,309,772.42","928.41","1,948,845.84","546.66","3,522,217.68","988","46,255,371.39","12,974.86"
"714","13121","Pike County","3,351","16,232,896.62","4,844.19","34.28","27,937,450.23","8,337.05","59","3,180,666.47","949.17","6.72","47,351,013.32","14,130.41","30,089,442.46","8,979.24","3,028,474.18","903.75","1,939,150.04","","578.68","1,918,039.24","572.38","2,489,090.74","742.79","3,229,148.78","963.64","3,240,978.51","967.17","45,934,323.95","13,707.65"
"715","13121","Polk County","7,611","26,616,705.94","3,497.14","26.89","66,472,555.88","8,733.75","67.15","5,907,475.17","776.18","5.97","98,996,736.99","13,007.07","65,664,163.98","8,627.53","4,721,072.63","620.3","3,622,530.60","","475.96","2,669,234.53","350.71","6,001,132.62","788.48","4,889,705.86","642.45","9,916,039.68","1,302.86","97,483,879.90","12,808.29"
"716","13121","Pulaski County","1,250","5,724,581.94","4,579.67","28.89","11,166,802.64","8,933.44","56.36","2,921,930.08","2,337.54","14.75","19,813,314.66","15,850.65","10,370,561.47","8,296.45","1,108,529.42","886.82","901,053.46","","720.84","1,436,113.51","1,148.89","1,177,242.32","941.79","948,149.07","758.52","1,342,881.16","1,074.30","17,284,530.41","13,827.61"
"717","13121","Putnam County","2,842","29,103,236.30","10,240.41","55.36","17,258,295.41","6,072.59","32.83","6,204,929.80","2,183.30","11.8","52,566,461.51","18,496.30","29,685,506.26","10,445.29","2,224,185.73","782.61","2,479,524.65","","872.46","3,143,060.77","1,105.93","2,856,380.51","1,005.06","3,416,077.38","1,202.00","4,302,320.43","1,513.84","48,107,055.73","16,927.19"
"718","13121","Quitman County","288","1,779,450.00","6,178.65","24.93","4,236,782.62","14,711.05","59.35","1,122,210.58","3,896.56","15.72","7,138,443.20","24,786.26","3,000,228.81","10,417.46","348,935.72","1,211.58","725,139.13","","2,517.84","813,945.21","2,826.20","549,651.04","1,908.51","354,956.62","1,232.49","679,725.12","2,360.16","6,472,581.65","22,474.24"
"719","13121","Rabun County","2,182","27,334,211.07","12,527.14","66.1","11,838,038.64","5,425.32","28.63","2,177,513.23","997.94","5.27","41,349,762.94","18,950.40","25,699,520.71","11,777.97","1,783,374.19","817.31","1,548,655.74","","709.74","2,548,238.33","1,167.85","2,538,796.33","1,163.52","2,275,682.09","1,042.93","3,955,618.72","1,812.84","40,349,886.11","18,492.16"
"720","13121","Randolph County","556","4,486,186.47","8,068.68","38.78","5,659,746.14","10,179.40","48.93","1,421,609.07","2,556.85","12.29","11,567,541.68","20,804.93","4,940,339.20","8,885.50","687,973.33","1,237.36","1,729,551.24","","3,110.70","883,129.80","1,588.36","977,915.39","1,758.84","600,062.75","1,079.25","1,410,160.11","2,536.26","11,229,131.82","20,196.27"
"721","13123","Richmond County","28,048","151,006,003.97","5,383.84","34.66","227,064,000.86","8,095.55","52.12","57,622,683.63","2,054.43","13.23","435,692,688.46","15,533.82","238,480,971.26","8,502.60","24,202,697.81","862.9","33,450,801.23","","1,192.63","21,888,263.48","780.39","33,606,081.64","1,198.16","29,726,749.17","1,059.85","39,911,134.85","1,422.96","421,266,699.44","15,019.49"
"722","13123","Rockdale County","15,298","108,506,456.60","7,092.85","44.89","115,507,237.74","7,550.48","47.79","17,686,512.56","1,156.13","7.32","241,700,206.90","15,799.46","145,522,241.20","9,512.50","13,033,224.84","851.96","17,239,963.13","","1,126.94","13,473,548.34","880.74","17,076,927.87","1,116.28","15,248,317.55","996.75","17,240,339.29","1,126.97","238,834,562.22","15,612.14"
"723","13125","Schley County","1,183","3,285,965.58","2,777.65","19.76","12,602,787.45","10,653.24","75.77","744,748.11","629.54","4.48","16,633,501.14","14,060.43","10,218,168.53","8,637.51","974,139.96","823.45","608,465.24","","514.34","980,610.51","828.92","1,018,616.29","861.05","663,388.56","560.77","1,404,528.97","1,187.26","15,867,918.06","13,413.30"
"724","13127","Screven County","1,990","9,194,150.21","4,620.18","31.67","17,250,919.88","8,668.80","59.43","2,582,534.62","1,297.76","8.9","29,027,604.71","14,586.74","17,369,435.29","8,728.36","1,381,702.99","694.32","1,428,059.60","","717.62","1,717,964.90","863.3","1,829,475.25","919.33","1,737,572.94","873.15","2,709,175.59","1,361.39","28,173,386.56","14,157.47"
"725","13127","Seminole County","1,287","6,759,307.08","5,251.99","31.15","12,553,671.73","9,754.21","57.86","2,382,831.91","1,851.46","10.98","21,695,810.72","16,857.66","11,631,934.93","9,038.02","2,360,045.72","1,833.76","1,969,891.12","","1,530.61","885,939.38","688.38","1,128,531.78","876.87","966,055.72","750.63","1,443,537.52","1,121.63","20,385,936.17","15,839.90"
"726",NA,"Griffin-Spalding County","8,974","49,736,569.20","5,542.30","37.32","69,383,000.77","7,731.56","52.06","14,146,336.49","1,576.37","10.62","133,265,906.46","14,850.23","73,419,381.64","8,181.34","13,002,875.16","1,448.95","12,360,342.14","","1,377.35","8,001,407.51","891.62","10,843,402.18","1,208.31","6,976,975.97","777.47","11,828,024.25","1,318.03","136,432,408.85","15,203.07"
"727","13129","Stephens County","3,705","14,989,120.62","4,045.65","29.79","32,396,336.31","8,743.95","64.39","2,926,961.53","790","5.82","50,312,418.46","13,579.60","33,522,458.86","9,047.90","3,958,461.25","1,068.41","2,879,318.63","","777.14","2,620,453.27","707.27","2,931,401.86","791.2","2,915,273.64","786.85","4,569,831.03","1,233.42","53,397,198.54","14,412.19"
"728","13131","Stewart County","320","3,179,430.19","9,935.72","35.48","3,751,006.53","11,721.90","41.86","2,030,758.09","6,346.12","22.66","8,961,194.81","28,003.74","4,815,835.32","15,049.49","1,037,263.90","3,241.45","637,007.58","","1,990.65","968,497.90","3,026.56","658,783.50","2,058.70","854,175.55","2,669.30","711,211.00","2,222.53","9,682,774.75","30,258.68"
"729","13133","Sumter County","3,442","16,640,701.26","4,834.60","26.12","29,863,958.70","8,676.34","46.87","17,207,131.17","4,999.17","27.01","63,711,791.13","18,510.11","32,595,122.84","9,469.82","3,870,397.37","1,124.46","4,754,728.92","","1,381.39","2,745,158.96","797.55","3,380,571.34","982.15","4,070,054.26","1,182.47","5,805,959.95","1,686.80","57,221,993.64","16,624.64"
"730","13135","Talbot County","349","4,610,704.59","13,211.19","45.51","3,443,123.84","9,865.68","33.99","2,077,024.13","5,951.36","20.5","10,130,852.56","29,028.23","4,469,703.61","12,807.17","582,580.08","1,669.28","779,543.49","","2,233.65","780,249.19","2,235.67","546,532.63","1,566.00","687,031.60","1,968.57","1,305,807.16","3,741.57","9,151,447.76","26,221.91"
"731","13135","Taliaferro County","184","1,569,039.60","8,527.39","29.04","3,100,589.90","16,851.03","57.4","732,470.13","3,980.82","13.56","5,402,099.63","29,359.24","2,559,009.56","13,907.66","667,234.44","3,626.27","334,095.03","","1,815.73","630,682.56","3,427.62","314,341.90","1,708.38","250,611.78","1,362.02","289,072.16","1,571.04","5,045,047.43","27,418.72"
"732","13135","Tattnall County","3,374","10,073,242.48","2,985.55","20.45","34,379,012.68","10,189.39","69.79","4,807,827.05","1,424.96","9.76","49,260,082.21","14,599.90","30,317,785.58","8,985.71","2,486,235.54","736.88","2,725,512.82","","807.8","2,461,868.20","729.66","2,695,175.21","798.81","2,998,958.08","888.84","3,378,515.77","1,001.34","47,064,051.20","13,949.04"
"733","13135","Taylor County","1,131","5,790,723.96","5,120.00","28.56","12,242,474.35","10,824.47","60.38","2,243,383.78","1,983.54","11.06","20,276,582.09","17,928.01","12,867,998.10","11,377.54","756,030.34","668.46","759,008.68","","671.1","1,016,362.38","898.64","955,471.09","844.8","920,084.28","813.51","2,453,174.05","2,169.03","19,728,128.92","17,443.08"
"734","13135","Telfair County","1,448","5,466,781.68","3,775.40","24.49","14,972,888.21","10,340.39","67.07","1,884,350.93","1,301.35","8.44","22,324,020.82","15,417.14","14,081,045.31","9,724.48","1,117,534.25","771.78","850,673.62","","587.48","1,222,396.49","844.2","1,728,452.42","1,193.68","1,267,261.57","875.18","2,566,645.01","1,772.54","22,834,008.67","15,769.34"
"735","13135","Terrell County","896","6,736,600.32","7,518.53","34.73","7,920,288.56","8,839.61","40.83","4,740,946.22","5,291.23","24.44","19,397,835.10","21,649.37","9,218,339.42","10,288.33","1,810,553.08","2,020.71","1,636,081.84","","1,825.98","1,471,131.55","1,641.89","1,472,470.59","1,643.38","1,095,831.67","1,223.03","2,189,579.57","2,443.73","18,893,987.72","21,087.05"
"736","13137","Thomas County","5,534","22,045,658.70","3,983.68","23.99","63,624,116.38","11,496.95","69.23","6,233,393.11","1,126.38","6.78","91,903,168.19","16,607.01","55,638,879.61","10,054.01","4,293,265.82","775.8","5,104,142.07","","922.32","3,365,353.96","608.12","4,444,117.81","803.06","4,927,905.71","890.48","6,580,823.27","1,189.16","84,354,488.25","15,242.95"
"737","13139","Tift County","7,297","28,697,857.13","3,932.83","29.12","63,399,338.96","8,688.41","64.34","6,447,274.92","883.55","6.54","98,544,471.01","13,504.79","64,340,229.60","8,817.35","4,735,372.48","648.95","6,306,616.42","","864.28","2,141,915.47","293.53","6,618,976.58","907.08","2,717,703.09","372.44","7,747,746.13","1,061.77","94,608,559.77","12,965.40"
